ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000135604	-3.00076672069633	-8.00425273226931	6.73258235181371	-18.434400005371	4.02861933705094e-14	8.10195634874315e-10	20.9284878746422
ENSG00000144843	-1.25138952796922	-2.38070609699902	6.88083882557591	-14.0372033354941	6.79851245294457e-12	6.83624419705842e-08	16.7562745022439
ENSG00000151702	-2.0002337660806	-4.00064818971177	7.42206354534578	-11.4838693527471	2.5579445359626e-10	1.71476075209146e-06	13.5618339441588
ENSG00000123500	4.81344560600917	28.1184586062448	7.85130597649218	11.2337513302392	3.76995327355857e-10	1.8448550017274e-06	13.2107740546708
ENSG00000027697	-1.20679053600302	-2.30823567939902	10.9391590974073	-11.0239909072276	5.2450417697725e-10	1.8448550017274e-06	12.9106018565268
ENSG00000164823	-1.45113702297777	-2.73423458119758	7.54619972714329	-10.9936181362819	5.50401770690887e-10	1.8448550017274e-06	12.8666958893939
ENSG00000187688	-1.40564747283593	-2.64936657376277	7.74353876121773	-10.8071475856302	7.4149934966666e-10	2.13032763159232e-06	12.5946588614966
ENSG00000134539	-1.72668473625868	-3.30966394370657	6.74594024581874	-10.5224685434002	1.17716814017867e-09	2.80996005811646e-06	12.170996309515
ENSG00000137752	-1.40685504416763	-2.65158508727445	8.87554792938744	-10.4822467002646	1.25750288513988e-09	2.80996005811646e-06	12.1103118197699
ENSG00000133800	-3.37759108010902	-10.393366169048	7.46084764876566	-9.93437740997298	3.14697518530287e-09	6.32888179516259e-06	11.262846555022
ENSG00000136869	-2.53181071075216	-5.78297037199297	6.92119498157064	-9.83471756368377	3.73223513167017e-09	6.82354370300171e-06	11.1044297225357
ENSG00000146278	-1.37899411606574	-2.60086968560402	11.6215697916945	-9.47100435935944	7.02488870109553e-09	1.05069243681581e-05	10.5148610728083
ENSG00000168297	-0.89453961754597	-1.8590165545837	6.52279441013685	-9.46815179936929	7.06026285048795e-09	1.05069243681581e-05	10.5101654893234
ENSG00000198648	1.70626358280523	3.2631461011668	8.58624458740925	9.44809618291814	7.31425295381699e-09	1.05069243681581e-05	10.4771202683465
ENSG00000166128	-1.71972520527367	-3.29373664079376	8.19937264829302	-9.26085143570031	1.01976609588924e-08	1.36723439696189e-05	10.1659030946099
ENSG00000151612	1.10935975049876	2.15749879031049	6.8275643525056	9.12699961705348	1.29665056554332e-08	1.54879762496149e-05	9.94041956196681
ENSG00000029725	-0.990380855933359	-1.98670939150846	7.56372814764254	-9.12165319613731	1.30921185541969e-08	1.54879762496149e-05	9.93136062105833
ENSG00000106483	2.3618901563275	5.14043395348142	7.46345262959784	9.07056746755567	1.43580358359968e-08	1.60419143720962e-05	9.84459715627258
ENSG00000107742	-2.23290369836509	-4.70079151969966	8.31601013734745	-9.00374343979001	1.62085179408896e-08	1.71562897004858e-05	9.73054460389742
ENSG00000122694	-1.84953136544023	-3.6038310180455	8.8293847969542	-8.8793760248763	2.03412355988285e-08	2.0454129456402e-05	9.5165833022512
ENSG00000180644	-1.87392937690243	-3.66529515004496	8.71570086941061	-8.84075364643283	2.1836400486313e-08	2.09119928657257e-05	9.44968650909855
ENSG00000031081	-1.34701624622579	-2.5438546597383	6.82195010853167	-8.78169258870293	2.43469813042489e-08	2.22564609549886e-05	9.34697342872712
ENSG00000150681	-2.75325216640381	-6.74235301834934	7.17043184502649	-8.71623236513337	2.7482485285449e-08	2.40304461554637e-05	9.23254354695192
